Strand Name1, Strand Name2, Start Time(YYYY:MM : DD),Stop Time(YYYY:MM : DD),Duration(sec)
YH1->FX1307->XG1, XG1->FX0101->YH8,2017:02:08:06:19:21, 2017:02:08:06:19:32,11
YH1->FX0701->XG1, XG1->FX0112->YH8,2017:02:08:06:25:01, 2017:02:08:06:28:23,202
YH1->FX1307->XG9, XG9->FX1307->YH8,2017:02:08:06:25:23, 2017:02:08:06:25:33,10
YH1->FX0712->XG9, XG9->FX0812->YH8,2017:02:08:06:28:14, 2017:02:08:06:28:51,37
YH1->FX1306->XG1, XG1->FX0112->YH8,2017:02:08:06:28:23, 2017:02:08:06:28:40,17
YH1->FX1306->XG9, XG9->FX0811->YH8,2017:02:08:06:34:33, 2017:02:08:06:36:32,119
YH1->FX0712->XG1, XG1->FX0111->YH8,2017:02:08:06:34:36, 2017:02:08:06:37:20,164
YH1->FX0711->XG9, XG9->FX0811->YH8,2017:02:08:06:37:09, 2017:02:08:06:37:58,49
YH1->FX1305->XG9, XG9->FX0810->YH8,2017:02:08:06:43:18, 2017:02:08:06:45:30,132
YH1->FX0711->XG1, XG1->FX0110->YH8,2017:02:08:06:44:35, 2017:02:08:06:46:14,99
YH1->FX0710->XG9, XG9->FX0810->YH8,2017:02:08:06:46:08, 2017:02:08:06:47:02,54
YH1->FX1304->XG9, XG9->FX0809->YH8,2017:02:08:06:52:06, 2017:02:08:06:54:26,140
YH1->FX0709->XG9, XG9->FX0809->YH8,2017:02:08:06:55:09, 2017:02:08:06:56:05,56
YH1->FX1303->XG9, XG9->FX0808->YH8,2017:02:08:07:00:58, 2017:02:08:07:03:19,141
YH1->FX0808->XG1, XG1->FX0108->YH8,2017:02:08:07:02:50, 2017:02:08:07:03:39,49
YH1->FX0808->XG9, XG9->FX0808->YH8,2017:02:08:07:03:19, 2017:02:08:07:03:39,20
YH1->FX0708->XG9, XG9->FX0808->YH8,2017:02:08:07:04:13, 2017:02:08:07:05:06,53
YH1->FX1302->XG9, XG9->FX0807->YH8,2017:02:08:07:09:52, 2017:02:08:07:12:10,138
YH1->FX0807->XG1, XG1->FX0107->YH8,2017:02:08:07:11:44, 2017:02:08:07:13:29,105
YH1->FX0807->XG9, XG9->FX0807->YH8,2017:02:08:07:12:10, 2017:02:08:07:13:57,107
YH1->FX0707->XG9, XG9->FX0807->YH8,2017:02:08:07:13:57, 2017:02:08:07:14:05,8
YH1->FX1301->XG9, XG9->FX0806->YH8,2017:02:08:07:18:50, 2017:02:08:07:20:58,128
YH1->FX0106->XG1, XG1->FX0106->YH8,2017:02:08:07:19:28, 2017:02:08:07:22:08,160
YH1->FX0806->XG9, XG9->FX0806->YH8,2017:02:08:07:20:58, 2017:02:08:07:23:03,125
YH1->FX0806->XG1, XG1->FX0106->YH8,2017:02:08:07:22:08, 2017:02:08:07:22:18,10
YH1->FX0706->XG9, XG9->FX0106->YH8,2017:02:08:07:23:03, 2017:02:08:07:24:10,67
YH1->FX0105->XG1, XG1->FX0806->YH8,2017:02:08:07:27:11, 2017:02:08:07:27:47,36
YH1->FX1312->XG9, XG9->FX0805->YH8,2017:02:08:07:27:51, 2017:02:08:07:29:43,112
YH1->FX0105->XG9, XG9->FX0805->YH8,2017:02:08:07:29:43, 2017:02:08:07:31:58,135
YH1->FX0805->XG1, XG1->FX0805->YH8,2017:02:08:07:31:04, 2017:02:08:07:33:10,126
YH1->FX0705->XG9, XG9->FX0105->YH8,2017:02:08:07:32:02, 2017:02:08:07:33:01,59
YH1->FX0104->XG1, XG1->FX0805->YH8,2017:02:08:07:35:21, 2017:02:08:07:36:33,72
YH1->FX1311->XG9, XG9->FX0804->YH8,2017:02:08:07:36:55, 2017:02:08:07:38:24,89
YH1->FX0104->XG9, XG9->FX0804->YH8,2017:02:08:07:38:24, 2017:02:08:07:40:51,147
YH1->FX0804->XG1, XG1->FX0804->YH8,2017:02:08:07:39:46, 2017:02:08:07:42:32,166
YH1->FX0704->XG9, XG9->FX0104->YH8,2017:02:08:07:41:31, 2017:02:08:07:41:49,18
YH1->FX0103->XG1, XG1->FX0804->YH8,2017:02:08:07:43:43, 2017:02:08:07:45:14,91
YH1->FX1310->XG9, XG9->FX0103->YH8,2017:02:08:07:46:02, 2017:02:08:07:47:01,59
YH1->FX0103->XG9, XG9->FX0103->YH8,2017:02:08:07:47:01, 2017:02:08:07:50:33,212
YH1->FX0803->XG1, XG1->FX0803->YH8,2017:02:08:07:48:24, 2017:02:08:07:51:47,203
YH1->FX0102->XG1, XG1->FX0803->YH8,2017:02:08:07:52:13, 2017:02:08:07:53:49,96
YH1->FX0802->XG9, XG9->FX0102->YH8,2017:02:08:07:54:51, 2017:02:08:07:58:31,220
YH1->FX0802->XG1, XG1->FX0201->YH8,2017:02:08:07:57:02, 2017:02:08:08:00:57,235
YH1->FX0102->XG9, XG9->FX0102->YH8,2017:02:08:07:58:31, 2017:02:08:07:59:13,42
YH1->FX0101->XG1, XG1->FX0201->YH8,2017:02:08:08:00:57, 2017:02:08:08:01:01,4
YH1->FX0801->XG9, XG9->FX0901->YH8,2017:02:08:08:01:10, 2017:02:08:08:01:12,2
YH1->FX0801->XG1, XG1->FX0212->YH8,2017:02:08:08:06:19, 2017:02:08:08:10:03,224
YH1->FX0101->XG9, XG9->FX0101->YH8,2017:02:08:08:07:19, 2017:02:08:08:07:47,28
YH1->FX0812->XG9, XG9->FX0912->YH8,2017:02:08:08:10:01, 2017:02:08:08:10:23,22
YH1->FX0112->XG1, XG1->FX0212->YH8,2017:02:08:08:10:03, 2017:02:08:08:10:13,10
YH1->FX0812->XG1, XG1->FX0211->YH8,2017:02:08:08:15:43, 2017:02:08:08:19:04,201
YH1->FX0112->XG9, XG9->FX0112->YH8,2017:02:08:08:16:04, 2017:02:08:08:16:12,8
YH1->FX0811->XG9, XG9->FX0911->YH8,2017:02:08:08:18:54, 2017:02:08:08:19:32,38
YH1->FX0111->XG1, XG1->FX0211->YH8,2017:02:08:08:19:04, 2017:02:08:08:19:21,17
YH1->FX0111->XG9, XG9->FX0910->YH8,2017:02:08:08:25:13, 2017:02:08:08:27:13,120
YH1->FX0811->XG1, XG1->FX0210->YH8,2017:02:08:08:25:19, 2017:02:08:08:28:01,162
YH1->FX0810->XG9, XG9->FX0910->YH8,2017:02:08:08:27:50, 2017:02:08:08:28:39,49
YH1->FX0110->XG9, XG9->FX0909->YH8,2017:02:08:08:33:58, 2017:02:08:08:36:11,133
YH1->FX0810->XG1, XG1->FX0209->YH8,2017:02:08:08:35:20, 2017:02:08:08:36:54,94
YH1->FX0809->XG9, XG9->FX0909->YH8,2017:02:08:08:36:49, 2017:02:08:08:37:43,54
YH1->FX0109->XG9, XG9->FX0908->YH8,2017:02:08:08:42:47, 2017:02:08:08:45:07,140
YH1->FX0808->XG9, XG9->FX0908->YH8,2017:02:08:08:45:50, 2017:02:08:08:46:46,56
YH1->FX0108->XG9, XG9->FX0907->YH8,2017:02:08:08:51:38, 2017:02:08:08:54:00,142
YH1->FX0907->XG1, XG1->FX0207->YH8,2017:02:08:08:53:30, 2017:02:08:08:54:25,55
YH1->FX0907->XG9, XG9->FX0907->YH8,2017:02:08:08:54:00, 2017:02:08:08:54:25,25
YH1->FX0807->XG9, XG9->FX0907->YH8,2017:02:08:08:54:54, 2017:02:08:08:55:47,53
YH1->FX0107->XG9, XG9->FX0906->YH8,2017:02:08:09:00:33, 2017:02:08:09:02:50,137
YH1->FX0906->XG1, XG1->FX0206->YH8,2017:02:08:09:02:25, 2017:02:08:09:04:10,105
YH1->FX0906->XG9, XG9->FX0906->YH8,2017:02:08:09:02:50, 2017:02:08:09:04:40,110
YH1->FX0806->XG9, XG9->FX0906->YH8,2017:02:08:09:04:40, 2017:02:08:09:04:46,6
YH1->FX0106->XG9, XG9->FX0905->YH8,2017:02:08:09:09:31, 2017:02:08:09:11:38,127
YH1->FX0205->XG1, XG1->FX0205->YH8,2017:02:08:09:10:05, 2017:02:08:09:12:52,167
YH1->FX0905->XG9, XG9->FX0905->YH8,2017:02:08:09:11:38, 2017:02:08:09:13:43,125
YH1->FX0905->XG1, XG1->FX0205->YH8,2017:02:08:09:12:52, 2017:02:08:09:12:59,7
YH1->FX0805->XG9, XG9->FX0205->YH8,2017:02:08:09:13:43, 2017:02:08:09:14:51,68
YH1->FX0204->XG1, XG1->FX0905->YH8,2017:02:08:09:17:49, 2017:02:08:09:18:27,38
YH1->FX0105->XG9, XG9->FX0904->YH8,2017:02:08:09:18:32, 2017:02:08:09:20:23,111
YH1->FX0204->XG9, XG9->FX0904->YH8,2017:02:08:09:20:23, 2017:02:08:09:22:38,135
YH1->FX0904->XG1, XG1->FX0904->YH8,2017:02:08:09:21:45, 2017:02:08:09:23:52,127
YH1->FX0804->XG9, XG9->FX0204->YH8,2017:02:08:09:22:45, 2017:02:08:09:23:42,57
YH1->FX0203->XG1, XG1->FX0904->YH8,2017:02:08:09:26:00, 2017:02:08:09:27:13,73
YH1->FX0104->XG9, XG9->FX0903->YH8,2017:02:08:09:27:36, 2017:02:08:09:29:05,89
YH1->FX0203->XG9, XG9->FX0903->YH8,2017:02:08:09:29:05, 2017:02:08:09:31:31,146
YH1->FX0903->XG1, XG1->FX0903->YH8,2017:02:08:09:30:27, 2017:02:08:09:33:13,166
YH1->FX0803->XG9, XG9->FX0203->YH8,2017:02:08:09:32:13, 2017:02:08:09:32:29,16
YH1->FX0202->XG1, XG1->FX0903->YH8,2017:02:08:09:34:23, 2017:02:08:09:35:53,90
YH1->FX0103->XG9, XG9->FX0202->YH8,2017:02:08:09:36:43, 2017:02:08:09:37:41,58
YH1->FX0202->XG9, XG9->FX0202->YH8,2017:02:08:09:37:41, 2017:02:08:09:41:13,212
YH1->FX0902->XG1, XG1->FX0902->YH8,2017:02:08:09:39:05, 2017:02:08:09:42:28,203
YH1->FX0201->XG1, XG1->FX0902->YH8,2017:02:08:09:42:53, 2017:02:08:09:44:28,95
YH1->FX0901->XG9, XG9->FX0201->YH8,2017:02:08:09:45:32, 2017:02:08:09:49:12,220
YH1->FX0901->XG1, XG1->FX0312->YH8,2017:02:08:09:47:43, 2017:02:08:09:51:38,235
YH1->FX0201->XG9, XG9->FX0201->YH8,2017:02:08:09:49:12, 2017:02:08:09:49:53,41
YH1->FX0212->XG1, XG1->FX0312->YH8,2017:02:08:09:51:38, 2017:02:08:09:51:43,5
YH1->FX0912->XG9, XG9->FX1012->YH8,2017:02:08:09:51:50, 2017:02:08:09:51:54,4
YH1->FX0912->XG1, XG1->FX0311->YH8,2017:02:08:09:57:00, 2017:02:08:10:00:44,224
YH1->FX0212->XG9, XG9->FX0212->YH8,2017:02:08:09:57:59, 2017:02:08:09:58:27,28
YH1->FX0911->XG9, XG9->FX1011->YH8,2017:02:08:10:00:41, 2017:02:08:10:01:04,23
YH1->FX0211->XG1, XG1->FX0311->YH8,2017:02:08:10:00:44, 2017:02:08:10:00:55,11
YH1->FX0911->XG1, XG1->FX0310->YH8,2017:02:08:10:06:25, 2017:02:08:10:09:45,200
YH1->FX0211->XG9, XG9->FX0211->YH8,2017:02:08:10:06:44, 2017:02:08:10:06:52,8
YH1->FX0910->XG9, XG9->FX1010->YH8,2017:02:08:10:09:35, 2017:02:08:10:10:13,38
YH1->FX0210->XG1, XG1->FX0310->YH8,2017:02:08:10:09:45, 2017:02:08:10:10:03,18
YH1->FX0210->XG9, XG9->FX1009->YH8,2017:02:08:10:15:53, 2017:02:08:10:17:54,121
YH1->FX0910->XG1, XG1->FX0309->YH8,2017:02:08:10:16:02, 2017:02:08:10:18:42,160
YH1->FX0909->XG9, XG9->FX1009->YH8,2017:02:08:10:18:31, 2017:02:08:10:19:19,48
YH1->FX0209->XG9, XG9->FX1008->YH8,2017:02:08:10:24:38, 2017:02:08:10:26:52,134
YH1->FX0909->XG1, XG1->FX0308->YH8,2017:02:08:10:26:05, 2017:02:08:10:27:35,90
YH1->FX0908->XG9, XG9->FX1008->YH8,2017:02:08:10:27:30, 2017:02:08:10:28:24,54
YH1->FX0208->XG9, XG9->FX1007->YH8,2017:02:08:10:33:27, 2017:02:08:10:35:48,141
YH1->FX0907->XG9, XG9->FX1007->YH8,2017:02:08:10:36:31, 2017:02:08:10:37:27,56
YH1->FX0207->XG9, XG9->FX1006->YH8,2017:02:08:10:42:19, 2017:02:08:10:44:41,142
YH1->FX1006->XG1, XG1->FX0306->YH8,2017:02:08:10:44:11, 2017:02:08:10:45:12,61
YH1->FX1006->XG9, XG9->FX1006->YH8,2017:02:08:10:44:41, 2017:02:08:10:45:12,31
YH1->FX0906->XG9, XG9->FX1006->YH8,2017:02:08:10:45:35, 2017:02:08:10:46:28,53
YH1->FX0206->XG9, XG9->FX1005->YH8,2017:02:08:10:51:13, 2017:02:08:10:53:31,138
YH1->FX1005->XG1, XG1->FX0305->YH8,2017:02:08:10:53:05, 2017:02:08:10:54:51,106
YH1->FX1005->XG9, XG9->FX1005->YH8,2017:02:08:10:53:31, 2017:02:08:10:55:23,112
YH1->FX0905->XG9, XG9->FX1005->YH8,2017:02:08:10:55:23, 2017:02:08:10:55:26,3
YH1->FX0205->XG9, XG9->FX1004->YH8,2017:02:08:11:00:11, 2017:02:08:11:02:19,128
YH1->FX0304->XG1, XG1->FX0304->YH8,2017:02:08:11:00:41, 2017:02:08:11:03:37,176
YH1->FX1004->XG9, XG9->FX1004->YH8,2017:02:08:11:02:19, 2017:02:08:11:04:23,124
YH1->FX1004->XG1, XG1->FX0304->YH8,2017:02:08:11:03:37, 2017:02:08:11:03:40,3
YH1->FX0904->XG9, XG9->FX0304->YH8,2017:02:08:11:04:23, 2017:02:08:11:05:32,69
YH1->FX0303->XG1, XG1->FX1004->YH8,2017:02:08:11:08:28, 2017:02:08:11:09:07,39
YH1->FX0204->XG9, XG9->FX1003->YH8,2017:02:08:11:09:12, 2017:02:08:11:11:04,112
YH1->FX0303->XG9, XG9->FX1003->YH8,2017:02:08:11:11:04, 2017:02:08:11:13:18,134
YH1->FX1003->XG1, XG1->FX1003->YH8,2017:02:08:11:12:26, 2017:02:08:11:14:34,128
YH1->FX0903->XG9, XG9->FX0303->YH8,2017:02:08:11:13:28, 2017:02:08:11:14:23,55
YH1->FX0302->XG1, XG1->FX1003->YH8,2017:02:08:11:16:40, 2017:02:08:11:17:52,72
YH1->FX0203->XG9, XG9->FX1002->YH8,2017:02:08:11:18:17, 2017:02:08:11:19:45,88
YH1->FX0302->XG9, XG9->FX1002->YH8,2017:02:08:11:19:45, 2017:02:08:11:22:11,146
YH1->FX1002->XG1, XG1->FX1002->YH8,2017:02:08:11:21:08, 2017:02:08:11:23:55,167
YH1->FX0902->XG9, XG9->FX0302->YH8,2017:02:08:11:22:56, 2017:02:08:11:23:08,12
YH1->FX0301->XG1, XG1->FX1002->YH8,2017:02:08:11:25:03, 2017:02:08:11:26:33,90
YH1->FX0202->XG9, XG9->FX0301->YH8,2017:02:08:11:27:24, 2017:02:08:11:28:21,57
YH1->FX0301->XG9, XG9->FX0301->YH8,2017:02:08:11:28:21, 2017:02:08:11:31:54,213
YH1->FX1001->XG1, XG1->FX1001->YH8,2017:02:08:11:29:45, 2017:02:08:11:33:10,205
YH1->FX0312->XG1, XG1->FX1001->YH8,2017:02:08:11:33:34, 2017:02:08:11:35:07,93
YH1->FX1012->XG9, XG9->FX0312->YH8,2017:02:08:11:36:13, 2017:02:08:11:39:52,219
YH1->FX1012->XG1, XG1->FX0411->YH8,2017:02:08:11:38:25, 2017:02:08:11:42:19,234
YH1->FX0312->XG9, XG9->FX0312->YH8,2017:02:08:11:39:52, 2017:02:08:11:40:34,42
YH1->FX0311->XG1, XG1->FX0411->YH8,2017:02:08:11:42:19, 2017:02:08:11:42:26,7
YH1->FX1011->XG9, XG9->FX1111->YH8,2017:02:08:11:42:30, 2017:02:08:11:42:35,5
YH1->FX1011->XG1, XG1->FX0410->YH8,2017:02:08:11:47:42, 2017:02:08:11:51:24,222
YH1->FX0311->XG9, XG9->FX0311->YH8,2017:02:08:11:48:38, 2017:02:08:11:49:07,29
YH1->FX1010->XG9, XG9->FX1110->YH8,2017:02:08:11:51:21, 2017:02:08:11:51:45,24
YH1->FX0310->XG1, XG1->FX0410->YH8,2017:02:08:11:51:24, 2017:02:08:11:51:38,14
YH1->FX1010->XG1, XG1->FX0409->YH8,2017:02:08:11:57:07, 2017:02:08:12:00:25,198
YH1->FX0310->XG9, XG9->FX0310->YH8,2017:02:08:11:57:23, 2017:02:08:11:57:32,9
YH1->FX1009->XG9, XG9->FX1109->YH8,2017:02:08:12:00:15, 2017:02:08:12:00:54,39
YH1->FX0309->XG1, XG1->FX0409->YH8,2017:02:08:12:00:25, 2017:02:08:12:00:45,20
YH1->FX0309->XG9, XG9->FX1108->YH8,2017:02:08:12:06:32, 2017:02:08:12:08:36,124
YH1->FX1009->XG1, XG1->FX0408->YH8,2017:02:08:12:06:45, 2017:02:08:12:09:22,157
YH1->FX1008->XG9, XG9->FX1108->YH8,2017:02:08:12:09:11, 2017:02:08:12:10:00,49
YH1->FX0308->XG9, XG9->FX1107->YH8,2017:02:08:12:15:18, 2017:02:08:12:17:34,136
YH1->FX1008->XG1, XG1->FX0407->YH8,2017:02:08:12:16:51, 2017:02:08:12:18:15,84
YH1->FX1007->XG9, XG9->FX1107->YH8,2017:02:08:12:18:10, 2017:02:08:12:19:05,55
YH1->FX0307->XG9, XG9->FX1106->YH8,2017:02:08:12:24:07, 2017:02:08:12:26:29,142
YH1->FX1006->XG9, XG9->FX1106->YH8,2017:02:08:12:27:12, 2017:02:08:12:28:07,55
YH1->FX0306->XG9, XG9->FX1105->YH8,2017:02:08:12:32:59, 2017:02:08:12:35:22,143
YH1->FX1105->XG1, XG1->FX0405->YH8,2017:02:08:12:34:50, 2017:02:08:12:35:59,69
YH1->FX1105->XG9, XG9->FX1105->YH8,2017:02:08:12:35:22, 2017:02:08:12:35:59,37
YH1->FX1005->XG9, XG9->FX1105->YH8,2017:02:08:12:36:16, 2017:02:08:12:37:08,52
YH1->FX0305->XG9, XG9->FX1104->YH8,2017:02:08:12:41:53, 2017:02:08:12:44:13,140
YH1->FX1104->XG1, XG1->FX0404->YH8,2017:02:08:12:43:45, 2017:02:08:12:45:33,108
YH1->FX1104->XG9, XG9->FX1104->YH8,2017:02:08:12:44:13, 2017:02:08:12:46:07,114
YH1->FX1004->XG9, XG9->FX0404->YH8,2017:02:08:12:46:07, 2017:02:08:12:47:20,73
YH1->FX0304->XG9, XG9->FX1103->YH8,2017:02:08:12:50:51, 2017:02:08:12:53:00,129
YH1->FX0403->XG1, XG1->FX0403->YH8,2017:02:08:12:51:18, 2017:02:08:12:54:21,183
YH1->FX1103->XG9, XG9->FX1103->YH8,2017:02:08:12:53:00, 2017:02:08:12:55:04,124
YH1->FX1103->XG1, XG1->FX1103->YH8,2017:02:08:12:54:21, 2017:02:08:12:55:47,86
YH1->FX1003->XG9, XG9->FX0403->YH8,2017:02:08:12:55:04, 2017:02:08:12:56:14,70
YH1->FX0402->XG1, XG1->FX1103->YH8,2017:02:08:12:59:07, 2017:02:08:12:59:47,40
YH1->FX0303->XG9, XG9->FX1102->YH8,2017:02:08:12:59:53, 2017:02:08:13:01:45,112
YH1->FX0402->XG9, XG9->FX1102->YH8,2017:02:08:13:01:45, 2017:02:08:13:03:58,133
YH1->FX1102->XG1, XG1->FX1102->YH8,2017:02:08:13:03:07, 2017:02:08:13:05:16,129
YH1->FX1002->XG9, XG9->FX0402->YH8,2017:02:08:13:04:12, 2017:02:08:13:05:04,52
YH1->FX0401->XG1, XG1->FX1102->YH8,2017:02:08:13:07:19, 2017:02:08:13:08:32,73
YH1->FX0302->XG9, XG9->FX1101->YH8,2017:02:08:13:08:57, 2017:02:08:13:10:26,89
YH1->FX0401->XG9, XG9->FX1101->YH8,2017:02:08:13:10:26, 2017:02:08:13:12:51,145
YH1->FX1101->XG1, XG1->FX1101->YH8,2017:02:08:13:11:48, 2017:02:08:13:14:36,168
YH1->FX1001->XG9, XG9->FX0401->YH8,2017:02:08:13:13:39, 2017:02:08:13:13:46,7
YH1->FX0412->XG1, XG1->FX1101->YH8,2017:02:08:13:15:43, 2017:02:08:13:17:12,89
YH1->FX0301->XG9, XG9->FX0412->YH8,2017:02:08:13:18:06, 2017:02:08:13:19:02,56
YH1->FX0412->XG9, XG9->FX0412->YH8,2017:02:08:13:19:02, 2017:02:08:13:22:35,213
YH1->FX1112->XG1, XG1->FX1112->YH8,2017:02:08:13:20:26, 2017:02:08:13:23:51,205
YH1->FX0411->XG1, XG1->FX1112->YH8,2017:02:08:13:24:14, 2017:02:08:13:25:46,92
YH1->FX1111->XG9, XG9->FX0411->YH8,2017:02:08:13:26:55, 2017:02:08:13:30:31,216
YH1->FX1111->XG1, XG1->FX0510->YH8,2017:02:08:13:29:06, 2017:02:08:13:33:00,234
YH1->FX0411->XG9, XG9->FX0411->YH8,2017:02:08:13:30:31, 2017:02:08:13:31:15,44
YH1->FX0410->XG1, XG1->FX0510->YH8,2017:02:08:13:33:00, 2017:02:08:13:33:09,9
YH1->FX1110->XG9, XG9->FX1210->YH8,2017:02:08:13:33:10, 2017:02:08:13:33:16,6
YH1->FX1110->XG1, XG1->FX0509->YH8,2017:02:08:13:38:24, 2017:02:08:13:42:05,221
YH1->FX0410->XG9, XG9->FX0410->YH8,2017:02:08:13:39:18, 2017:02:08:13:39:48,30
YH1->FX1109->XG9, XG9->FX1209->YH8,2017:02:08:13:42:01, 2017:02:08:13:42:26,25
YH1->FX0409->XG1, XG1->FX0509->YH8,2017:02:08:13:42:05, 2017:02:08:13:42:20,15
YH1->FX1109->XG1, XG1->FX0508->YH8,2017:02:08:13:47:49, 2017:02:08:13:51:05,196
YH1->FX0409->XG9, XG9->FX0409->YH8,2017:02:08:13:48:03, 2017:02:08:13:48:12,9
YH1->FX1108->XG9, XG9->FX1208->YH8,2017:02:08:13:50:55, 2017:02:08:13:51:35,40
YH1->FX0408->XG1, XG1->FX0508->YH8,2017:02:08:13:51:05, 2017:02:08:13:51:27,22
YH1->FX0408->XG9, XG9->FX1207->YH8,2017:02:08:13:57:11, 2017:02:08:13:59:18,127
YH1->FX1108->XG1, XG1->FX0507->YH8,2017:02:08:13:57:28, 2017:02:08:14:00:02,154
YH1->FX1107->XG9, XG9->FX1207->YH8,2017:02:08:13:59:52, 2017:02:08:14:00:41,49
YH1->FX0407->XG9, XG9->FX1206->YH8,2017:02:08:14:05:57, 2017:02:08:14:08:16,139
YH1->FX1107->XG1, XG1->FX0506->YH8,2017:02:08:14:07:37, 2017:02:08:14:08:55,78
YH1->FX1106->XG9, XG9->FX1206->YH8,2017:02:08:14:08:50, 2017:02:08:14:09:45,55
YH1->FX0406->XG9, XG9->FX1205->YH8,2017:02:08:14:14:46, 2017:02:08:14:17:11,145
YH1->FX1105->XG9, XG9->FX1205->YH8,2017:02:08:14:17:52, 2017:02:08:14:18:48,56
YH1->FX0405->XG9, XG9->FX1204->YH8,2017:02:08:14:23:39, 2017:02:08:14:26:04,145
YH1->FX1204->XG1, XG1->FX0504->YH8,2017:02:08:14:25:30, 2017:02:08:14:26:46,76
YH1->FX1204->XG9, XG9->FX1204->YH8,2017:02:08:14:26:04, 2017:02:08:14:26:46,42
YH1->FX1104->XG9, XG9->FX1204->YH8,2017:02:08:14:26:57, 2017:02:08:14:27:48,51
YH1->FX0404->XG9, XG9->FX1203->YH8,2017:02:08:14:32:34, 2017:02:08:14:34:54,140
YH1->FX1203->XG1, XG1->FX0503->YH8,2017:02:08:14:34:25, 2017:02:08:14:36:14,109
YH1->FX1203->XG9, XG9->FX1203->YH8,2017:02:08:14:34:54, 2017:02:08:14:36:47,113
YH1->FX1103->XG9, XG9->FX0503->YH8,2017:02:08:14:36:47, 2017:02:08:14:38:02,75
YH1->FX0403->XG9, XG9->FX1202->YH8,2017:02:08:14:41:32, 2017:02:08:14:43:42,130
YH1->FX0502->XG1, XG1->FX0502->YH8,2017:02:08:14:41:55, 2017:02:08:14:45:02,187
YH1->FX1202->XG9, XG9->FX1202->YH8,2017:02:08:14:43:42, 2017:02:08:14:45:44,122
YH1->FX1202->XG1, XG1->FX1202->YH8,2017:02:08:14:45:02, 2017:02:08:14:46:30,88
YH1->FX1102->XG9, XG9->FX0502->YH8,2017:02:08:14:45:44, 2017:02:08:14:46:55,71
YH1->FX0501->XG1, XG1->FX1202->YH8,2017:02:08:14:49:46, 2017:02:08:14:50:26,40
YH1->FX0402->XG9, XG9->FX1201->YH8,2017:02:08:14:50:33, 2017:02:08:14:52:26,113
YH1->FX0501->XG9, XG9->FX1201->YH8,2017:02:08:14:52:26, 2017:02:08:14:54:38,132
YH1->FX1201->XG1, XG1->FX1201->YH8,2017:02:08:14:53:48, 2017:02:08:14:55:58,130
YH1->FX1101->XG9, XG9->FX0501->YH8,2017:02:08:14:54:56, 2017:02:08:14:55:46,50
YH1->FX0512->XG1, XG1->FX1201->YH8,2017:02:08:14:57:59, 2017:02:08:14:59:11,72
YH1->FX0401->XG9, XG9->FX1212->YH8,2017:02:08:14:59:38, 2017:02:08:15:01:07,89
YH1->FX0512->XG9, XG9->FX1212->YH8,2017:02:08:15:01:07, 2017:02:08:15:03:31,144
YH1->FX1212->XG1, XG1->FX1212->YH8,2017:02:08:15:02:29, 2017:02:08:15:05:18,169
YH1->FX1112->XG9, XG9->FX0512->YH8,2017:02:08:15:04:22, 2017:02:08:15:04:23,1
YH1->FX0511->XG1, XG1->FX1212->YH8,2017:02:08:15:06:23, 2017:02:08:15:07:51,88
YH1->FX0412->XG9, XG9->FX0511->YH8,2017:02:08:15:08:47, 2017:02:08:15:09:43,56
YH1->FX0511->XG9, XG9->FX0511->YH8,2017:02:08:15:09:43, 2017:02:08:15:13:16,213
YH1->FX1211->XG1, XG1->FX1211->YH8,2017:02:08:15:11:06, 2017:02:08:15:14:32,206
YH1->FX0510->XG1, XG1->FX1211->YH8,2017:02:08:15:14:54, 2017:02:08:15:16:24,90
YH1->FX1210->XG9, XG9->FX0510->YH8,2017:02:08:15:17:36, 2017:02:08:15:21:11,215
YH1->FX1210->XG1, XG1->FX0609->YH8,2017:02:08:15:19:47, 2017:02:08:15:23:41,234
YH1->FX0510->XG9, XG9->FX0510->YH8,2017:02:08:15:21:11, 2017:02:08:15:21:55,44
YH1->FX0509->XG1, XG1->FX0609->YH8,2017:02:08:15:23:41, 2017:02:08:15:23:52,11
YH1->FX1209->XG9, XG9->FX1309->YH8,2017:02:08:15:23:50, 2017:02:08:15:23:57,7
YH1->FX1209->XG1, XG1->FX0608->YH8,2017:02:08:15:29:05, 2017:02:08:15:32:45,220
YH1->FX0509->XG9, XG9->FX0509->YH8,2017:02:08:15:29:57, 2017:02:08:15:30:28,31
YH1->FX1208->XG9, XG9->FX1308->YH8,2017:02:08:15:32:41, 2017:02:08:15:33:08,27
YH1->FX0508->XG1, XG1->FX0608->YH8,2017:02:08:15:32:45, 2017:02:08:15:33:03,18
YH1->FX1208->XG1, XG1->FX0607->YH8,2017:02:08:15:38:32, 2017:02:08:15:41:46,194
YH1->FX0508->XG9, XG9->FX0508->YH8,2017:02:08:15:38:42, 2017:02:08:15:38:51,9
YH1->FX1207->XG9, XG9->FX1307->YH8,2017:02:08:15:41:35, 2017:02:08:15:42:16,41
YH1->FX0507->XG1, XG1->FX0607->YH8,2017:02:08:15:41:46, 2017:02:08:15:42:10,24
YH1->FX0507->XG9, XG9->FX1306->YH8,2017:02:08:15:47:51, 2017:02:08:15:50:00,129
YH1->FX1207->XG1, XG1->FX0606->YH8,2017:02:08:15:48:12, 2017:02:08:15:50:42,150
YH1->FX1206->XG9, XG9->FX1306->YH8,2017:02:08:15:50:32, 2017:02:08:15:51:22,50
