Strand Name1, Strand Name2, Start Time(YYYY:MM : DD),Stop Time(YYYY:MM : DD),Duration(sec)
YH1->FX1212->XG9, XG9->FX1312->YH2,2017:05:08:23:23:27, 2017:05:08:23:27:12,225
YH1->FX0705->XG9, XG9->FX1312->YH2,2017:05:08:23:27:12, 2017:05:08:23:28:02,50
YH1->FX0605->XG9, XG9->FX0804->YH2,2017:05:08:23:29:09, 2017:05:08:23:29:58,49
YH1->FX1211->XG9, XG9->FX1311->YH2,2017:05:08:23:31:54, 2017:05:08:23:36:00,246
YH1->FX0704->XG9, XG9->FX1311->YH2,2017:05:08:23:36:00, 2017:05:08:23:37:04,64
YH1->FX0604->XG9, XG9->FX0803->YH2,2017:05:08:23:38:06, 2017:05:08:23:39:19,73
YH1->FX1210->XG9, XG9->FX1310->YH2,2017:05:08:23:40:31, 2017:05:08:23:44:44,253
YH1->FX1309->XG9, XG9->FX1310->YH2,2017:05:08:23:44:44, 2017:05:08:23:46:05,81
YH1->FX0603->XG9, XG9->FX0802->YH2,2017:05:08:23:47:16, 2017:05:08:23:48:26,70
YH1->FX1209->XG9, XG9->FX1309->YH2,2017:05:08:23:49:49, 2017:05:08:23:53:24,215
YH1->FX1308->XG9, XG9->FX1309->YH2,2017:05:08:23:53:24, 2017:05:08:23:55:05,101
YH1->FX1208->XG9, XG9->FX0812->YH2,2017:05:08:23:59:08, 2017:05:09:00:01:59,171
YH1->FX1307->XG9, XG9->FX0812->YH2,2017:05:09:00:01:59, 2017:05:09:00:05:32,213
YH1->FX0712->XG9, XG9->FX0811->YH2,2017:05:09:00:08:19, 2017:05:09:00:13:33,314
YH1->FX1306->XG9, XG9->FX0811->YH2,2017:05:09:00:13:33, 2017:05:09:00:13:58,25
YH1->FX0711->XG9, XG9->FX0810->YH2,2017:05:09:00:17:36, 2017:05:09:00:22:17,281
YH1->FX1305->XG9, XG9->FX0111->YH2,2017:05:09:00:22:20, 2017:05:09:00:23:44,84
YH1->FX0710->XG9, XG9->FX0809->YH2,2017:05:09:00:27:04, 2017:05:09:00:30:25,201
YH1->FX1304->XG9, XG9->FX0908->YH2,2017:05:09:00:31:04, 2017:05:09:00:33:09,125
YH1->FX0709->XG9, XG9->FX0109->YH2,2017:05:09:00:36:10, 2017:05:09:00:39:46,216
YH1->FX1303->XG9, XG9->FX0109->YH2,2017:05:09:00:39:46, 2017:05:09:00:42:17,151
YH1->FX0708->XG9, XG9->FX0108->YH2,2017:05:09:00:45:15, 2017:05:09:00:48:26,191
YH1->FX1302->XG9, XG9->FX0108->YH2,2017:05:09:00:48:26, 2017:05:09:00:51:15,169
YH1->FX0707->XG9, XG9->FX0906->YH2,2017:05:09:00:51:54, 2017:05:09:00:52:20,26
YH1->FX1301->XG9, XG9->FX0107->YH2,2017:05:09:00:57:02, 2017:05:09:01:00:10,188
YH1->FX0706->XG9, XG9->FX0905->YH2,2017:05:09:01:00:56, 2017:05:09:01:01:50,54
YH1->FX1312->XG9, XG9->FX0106->YH2,2017:05:09:01:05:36, 2017:05:09:01:09:02,206
YH1->FX0805->XG9, XG9->FX0106->YH2,2017:05:09:01:09:02, 2017:05:09:01:09:40,38
YH1->FX0705->XG9, XG9->FX0904->YH2,2017:05:09:01:10:01, 2017:05:09:01:11:16,75
YH1->FX1311->XG9, XG9->FX0105->YH2,2017:05:09:01:14:07, 2017:05:09:01:17:52,225
YH1->FX0804->XG9, XG9->FX0105->YH2,2017:05:09:01:17:52, 2017:05:09:01:18:43,51
YH1->FX0704->XG9, XG9->FX0903->YH2,2017:05:09:01:19:51, 2017:05:09:01:20:40,49
YH1->FX1310->XG9, XG9->FX0104->YH2,2017:05:09:01:22:34, 2017:05:09:01:26:40,246
YH1->FX0803->XG9, XG9->FX0104->YH2,2017:05:09:01:26:40, 2017:05:09:01:27:45,65
YH1->FX0703->XG9, XG9->FX0902->YH2,2017:05:09:01:28:47, 2017:05:09:01:30:01,74
YH1->FX1309->XG9, XG9->FX0103->YH2,2017:05:09:01:31:12, 2017:05:09:01:35:24,252
YH1->FX0102->XG9, XG9->FX0103->YH2,2017:05:09:01:35:24, 2017:05:09:01:36:46,82
YH1->FX0702->XG9, XG9->FX0901->YH2,2017:05:09:01:37:58, 2017:05:09:01:39:05,67
YH1->FX1308->XG9, XG9->FX0102->YH2,2017:05:09:01:40:30, 2017:05:09:01:44:04,214
YH1->FX0101->XG9, XG9->FX0102->YH2,2017:05:09:01:44:04, 2017:05:09:01:45:46,102
YH1->FX1307->XG9, XG9->FX0911->YH2,2017:05:09:01:49:48, 2017:05:09:01:52:38,170
YH1->FX0112->XG9, XG9->FX0911->YH2,2017:05:09:01:52:38, 2017:05:09:01:56:11,213
YH1->FX0811->XG9, XG9->FX0910->YH2,2017:05:09:01:59:00, 2017:05:09:02:04:14,314
YH1->FX0111->XG9, XG9->FX0910->YH2,2017:05:09:02:04:14, 2017:05:09:02:04:37,23
YH1->FX0810->XG9, XG9->FX0909->YH2,2017:05:09:02:08:17, 2017:05:09:02:12:56,279
YH1->FX0110->XG9, XG9->FX0210->YH2,2017:05:09:02:13:00, 2017:05:09:02:14:26,86
YH1->FX0809->XG9, XG9->FX0908->YH2,2017:05:09:02:17:45, 2017:05:09:02:21:03,198
YH1->FX0109->XG9, XG9->FX1007->YH2,2017:05:09:02:21:44, 2017:05:09:02:23:51,127
YH1->FX0808->XG9, XG9->FX0208->YH2,2017:05:09:02:26:51, 2017:05:09:02:30:26,215
YH1->FX0108->XG9, XG9->FX0208->YH2,2017:05:09:02:30:26, 2017:05:09:02:32:59,153
YH1->FX0807->XG9, XG9->FX0207->YH2,2017:05:09:02:35:57, 2017:05:09:02:39:06,189
YH1->FX0107->XG9, XG9->FX0207->YH2,2017:05:09:02:39:06, 2017:05:09:02:41:56,170
YH1->FX0806->XG9, XG9->FX1005->YH2,2017:05:09:02:42:35, 2017:05:09:02:43:02,27
YH1->FX0106->XG9, XG9->FX0206->YH2,2017:05:09:02:47:43, 2017:05:09:02:50:51,188
YH1->FX0805->XG9, XG9->FX1004->YH2,2017:05:09:02:51:37, 2017:05:09:02:52:32,55
YH1->FX0105->XG9, XG9->FX0205->YH2,2017:05:09:02:56:16, 2017:05:09:02:59:43,207
YH1->FX0904->XG9, XG9->FX0205->YH2,2017:05:09:02:59:43, 2017:05:09:03:00:21,38
YH1->FX0804->XG9, XG9->FX1003->YH2,2017:05:09:03:00:42, 2017:05:09:03:01:58,76
YH1->FX0104->XG9, XG9->FX0204->YH2,2017:05:09:03:04:47, 2017:05:09:03:08:33,226
YH1->FX0903->XG9, XG9->FX0204->YH2,2017:05:09:03:08:33, 2017:05:09:03:09:24,51
YH1->FX0803->XG9, XG9->FX1002->YH2,2017:05:09:03:10:31, 2017:05:09:03:11:21,50
YH1->FX0103->XG9, XG9->FX0203->YH2,2017:05:09:03:13:14, 2017:05:09:03:17:20,246
YH1->FX0902->XG9, XG9->FX0203->YH2,2017:05:09:03:17:20, 2017:05:09:03:18:26,66
YH1->FX0802->XG9, XG9->FX1001->YH2,2017:05:09:03:19:28, 2017:05:09:03:20:42,74
YH1->FX0102->XG9, XG9->FX0202->YH2,2017:05:09:03:21:54, 2017:05:09:03:26:04,250
YH1->FX0201->XG9, XG9->FX0202->YH2,2017:05:09:03:26:04, 2017:05:09:03:27:27,83
YH1->FX0801->XG9, XG9->FX1012->YH2,2017:05:09:03:28:41, 2017:05:09:03:29:45,64
YH1->FX0101->XG9, XG9->FX0201->YH2,2017:05:09:03:31:12, 2017:05:09:03:34:44,212
YH1->FX0212->XG9, XG9->FX0201->YH2,2017:05:09:03:34:44, 2017:05:09:03:36:27,103
YH1->FX0112->XG9, XG9->FX1010->YH2,2017:05:09:03:40:29, 2017:05:09:03:43:18,169
YH1->FX0211->XG9, XG9->FX1010->YH2,2017:05:09:03:43:18, 2017:05:09:03:46:50,212
YH1->FX0910->XG9, XG9->FX1009->YH2,2017:05:09:03:49:41, 2017:05:09:03:54:54,313
YH1->FX0210->XG9, XG9->FX1009->YH2,2017:05:09:03:54:54, 2017:05:09:03:55:16,22
YH1->FX0909->XG9, XG9->FX1008->YH2,2017:05:09:03:58:58, 2017:05:09:04:00:00,62
